kepid,av_training_set,av_pred_class,tce_ror,av_vf_afp,tce_incl,tce_duration,tce_sma,tce_ldm_coeff4,tce_model_snr,tce_ingress,tce_max_sngle_ev,tce_impact,tce_depth,av_vf_ntp,av_pp_ntp
9884104,PC,PC,0.021181086,7.7594,79.91,3.491,0.05707,-0.3092792,70.92,0.3181,12.3,0.8877,384.5,1.3567,1.4269
9884104,PC,PC,0.021253477,3.4726,90.0,5.755,0.1658,-0.3092792,50.05,0.1198,9.733,0.0003158,552.8,0.2019,0.3694
9884104,PC,PC,0.01748341,1.9148,90.0,5.626,0.2727,-0.3092792,25.21,0.09667,6.916,0.001338,374.0,0.0983,0.2084
9899193,AFP,AFP,0.0051669043,88.3687,84.41,3.545,0.02448,0.332308,11.82,0.01966,15.16,0.271,30.9,9.354,4.2425
9899217,AFP,AFP,0.0091220276,96.9424,83.36,4.123,0.02326,0.200498,20.46,0.04034,6.055,0.2769,97.18,1.8652,0.389
9899233,AFP,AFP,0.023805941,75.8235,19.72,2.104,0.0243,-0.0356792,23.04,1.052,8.283,1.0,163.4,19.0677,15.4749
9936518,NTP,NTP,0.015729685,6.9574,34.95,1.959,0.01603,0.2861776,11.95,0.1501,6.954,0.9,218.9,92.9253,98.3292
9936518,AFP,AFP,0.0017473714,96.3646,51.27,6.603,0.02518,0.2861776,0.0759,0.0199,3.4,0.6497,3.235,3.5862,0.9225
9936518,AFP,AFP,0.015276538,97.9907,87.16,4.5,0.02518,0.2861776,-1.0,0.06838,5.033,0.1,270.7,1.9594,0.4152
9936698,UNK,AFP,0.37940139,95.6632,80.31,4.974,0.04273,0.2537654,5558.0,2.966,1850.0,0.8193,104500.0,2.976,0.7418
9958055,UNK,NTP,0.0048251636,3.1047,27.11,2.311,0.01699,0.2428446,11.88,0.05994,6.489,0.9048,20.19,96.818,98.8873
9958055,NTP,NTP,0.0066187805,3.1966,34.83,5.942,0.03286,0.2428446,13.79,0.2003,4.845,0.9001,38.31,96.7704,98.8854
9958071,NTP,NTP,0.0033475985,30.0332,48.16,13.54,0.04858,-0.0280916,11.7,0.09334,8.673,0.7196,11.48,67.8599,83.3499
9958387,PC,PC,0.046218292,12.5318,89.28,10.42,0.7634,0.235956,81.9,3.64,39.0,0.9523,1622.0,0.3716,1.4994
9970139,UNK,NTP,0.0027036335,18.4621,48.01,1.477,0.01503,0.3204496,3.749,0.01837,9.691,0.8862,6.592,78.6625,93.8511
9970396,UNK,AFP,0.20970283,79.5338,89.99,75.42,0.7584,-0.5059152,424.9,13.08,102.8,0.006195,55580.0,8.129,6.3015
9970568,AFP,AFP,0.0064920399,99.7718,31.06,2.495,0.02072,-0.0253258,3.152,0.08246,4.667,0.9,37.01,0.1907,0.0693
9970568,AFP,AFP,0.010800008,99.4313,82.31,2.53,0.02073,-0.0253258,10.18,0.02962,5.164,0.2974,134.0,0.5088,0.0775
9650957,NTP,NTP,0.0047262224,2.6079,76.31,3.196,0.02072,0.3369214,8.459,0.01856,3.812,0.4371,24.99,97.382,98.8915
9650989,PC,PC,0.01231153,4.0641,84.76,1.704,0.04447,-0.050316,11.66,0.06294,7.975,0.8239,143.0,0.4944,0.5457
9651065,UNK,NTP,0.01326099,7.8439,13.48,2.588,0.02843,0.3392024,21.07,0.6888,4.977,0.9807,121.7,91.7284,98.1457
9651065,AFP,AFP,0.0086656729,99.5892,27.36,1.968,0.01805,0.3392024,8.149,0.115,4.127,0.9274,63.17,0.3954,0.0771
9655470,UNK,NTP,0.010692171,4.4885,76.84,1.966,0.01752,0.236114,9.749,0.02763,5.128,0.5,125.8,95.4237,98.8159
9655470,UNK,NTP,0.014608916,6.0857,25.94,7.534,0.03863,0.236114,14.56,0.5382,3.239,0.8998,189.8,93.6142,98.5109
9655471,AFP,AFP,0.0081062845,89.8769,86.89,9.012,0.04098,0.2310982,9.633,0.07353,7.153,0.1207,77.1,10.1109,4.8344
9673338,UNK,NTP,0.0049788781,11.565,83.52,4.255,0.02118,0.1546364,11.2,0.02214,4.293,0.2191,29.17,86.6114,97.1924
9673483,AFP,AFP,0.0046992997,97.4396,40.28,4.642,0.01972,0.2211152,3.848,0.05169,5.653,0.7633,22.14,2.539,0.5942
9673483,AFP,AFP,0.0077317851,98.7541,89.94,3.481,0.01972,0.2211152,14.09,0.02671,6.058,0.002028,70.46,1.0262,0.0965
9673785,NTP,NTP,0.010815158,2.3811,89.97,7.38,1.267,0.1119816,3.64,0.08225,35.05,0.201,162.6,97.2067,98.8854
9674320,UNK,PC,0.020814622,7.6464,89.95,6.097,0.835,-0.3004914,9.799,0.1399,6.018,0.3369,518.2,15.5294,10.1956
9712799,AFP,AFP,0.0055114171,99.7543,77.75,3.554,0.03873,0.3245396,9.987,0.03988,3.958,0.7172,31.24,0.2363,0.0673
9712799,AFP,AFP,0.0055468653,98.3605,86.97,2.877,0.03874,0.3245396,11.2,0.01743,5.013,0.3006,35.21,1.0857,0.1008
9713213,UNK,NTP,0.0047800581,28.7164,86.69,5.063,0.08904,0.099116,7.715,0.03996,5.097,0.6317,24.57,37.6765,39.7297
9717861,AFP,AFP,0.0093417446,98.3293,73.14,6.986,0.05451,-0.0173784,8.889,0.1263,4.484,0.7018,90.07,1.6458,0.2731
9717861,AFP,AFP,0.012553406,90.3729,41.68,12.68,0.05451,-0.0173784,10.95,0.4647,3.925,0.8185,152.8,9.6056,4.2897
9717861,UNK,NTP,0.014951177,7.847,15.49,2.502,0.03205,-0.0173784,15.68,0.9,6.066,0.9853,158.3,92.0296,98.1564
9717943,PC,PC,0.007276031,1.9275,88.6,2.43,0.07096,-0.1102584,15.59,0.02144,7.185,0.4273,60.84,0.0559,0.0004
9761615,PC,PC,0.01413398,11.9664,72.62,2.133,0.02955,-0.06495,29.22,0.1467,6.584,0.899,170.6,0.5804,1.4393
9761882,PC,PC,0.031975031,1.9415,88.12,4.128,0.1547,-0.277548,34.63,0.4467,7.868,0.8574,917.9,0.0059,0.0
9762514,AFP,AFP,0.012163565,97.5867,89.71,2.461,0.06862,-0.5567382,9.955,0.02998,7.761,0.1176,188.4,1.2485,0.118
9774400,AFP,AFP,0.13158045,96.7487,77.72,17.74,0.0894,0.2475644,1319.0,4.801,257.0,0.7963,16740.0,1.7856,0.3614
9774400,AFP,AFP,0.081726398,96.2814,71.82,16.8,0.0894,0.2475644,568.1,5.501,99.93,0.9063,5619.0,2.2527,0.5245
9775253,AFP,AFP,0.57234665,87.0452,87.0,3.108,0.0418,0.0651896,923.7,2.053,388.6,0.774,221300.0,3.7259,3.4424
9775385,AFP,AFP,0.0068342526,92.3149,84.22,5.923,0.06286,0.1584306,9.2,0.05383,8.394,0.5047,51.6,7.531,2.5945
9775385,AFP,AFP,0.0061022908,98.6234,87.71,8.476,0.06286,0.1584306,8.895,0.05274,2.99,0.1595,43.06,1.3643,0.1369
9787239,PC,PC,0.044416082,18.9735,84.37,2.979,0.06723,0.0739776,38.18,0.9922,6.371,0.9511,1395.0,0.5487,2.1646
9787239,PC,PC,0.040658341,3.5427,90.0,3.227,0.1272,0.0739776,39.25,0.1261,7.858,0.0001391,2026.0,0.1443,0.3742
9787239,PC,PC,0.019371089,4.1995,87.26,1.719,0.03216,0.0739776,18.72,0.04535,3.917,0.5341,422.8,0.1114,0.4344
9787239,PC,PC,0.013888421,14.396,78.24,1.238,0.01299,0.0739776,14.18,0.03217,3.755,0.6923,200.7,3.8857,6.0253
9823487,PC,PC,0.030348028,2.1112,87.31,4.155,0.1179,-0.5203472,30.37,0.378,6.708,0.8342,839.5,0.0,0.0
9823519,PC,PC,0.044381724,6.7125,87.26,1.818,0.04133,0.1929068,38.98,0.1458,7.347,0.6999,2051.0,0.3826,0.8358
9823519,PC,PC,0.028732652,5.6328,89.46,1.316,0.02217,0.1929068,26.46,0.03711,5.729,0.09885,984.4,0.2934,0.6572
9823602,UNK,NTP,0.0092630253,6.4038,64.78,3.009,0.02254,0.1623562,10.02,0.05345,5.32,0.6984,88.96,93.5746,98.4426
9837544,AFP,AFP,0.086071741,81.2369,89.95,10.5,0.493,-0.5407896,-1.0,0.8399,90.4,0.1,9367.0,17.4554,13.7664
9837573,UNK,NTP,0.010709078,21.4167,13.37,0.9909,0.01925,0.4231708,8.064,0.8213,7.778,0.997,45.82,72.4975,88.2235
9837578,UNK,AFP,0.5,82.7073,89.89,4.5,0.137,0.0,-1.0,1.511,2310.0,0.1,495400.0,15.143,11.3939
9837578,UNK,AFP,0.5,88.3714,89.76,5.0,0.08633,0.0,-1.0,1.679,1471.0,0.1,307600.0,8.572,3.5399
9837586,AFP,AFP,0.39193271,83.7418,84.28,8.066,0.09307,-0.2420112,89.36,13.84,156.3,0.9733,68790.0,5.9539,4.2442
9849107,AFP,AFP,0.019985912,98.7955,20.85,5.678,0.0506,-0.1640028,12.96,3.058,5.577,0.9889,211.5,1.1297,0.1038
9849107,AFP,AFP,0.021779493,98.6521,21.49,5.164,0.0506,-0.1640028,10.87,5.228,4.638,0.9956,183.5,1.1862,0.109
9849107,AFP,AFP,0.012362425,95.7529,66.84,11.83,0.0506,-0.1640028,11.93,0.2388,3.181,0.6322,164.2,1.739,0.4737
9849884,AFP,PC,0.007789982,38.9948,88.55,2.691,0.06192,-0.0178638,16.76,0.02391,7.988,0.3618,70.48,0.6825,3.7868
9884818,UNK,NTP,0.02293148,5.4054,90.0,14.66,1.26,-0.2908032,4.585,0.3287,9.147,0.0006673,658.6,83.3127,94.8102
9885417,PC,PC,0.0095660172,16.2144,77.57,1.18,0.01422,-0.5543804,52.97,0.02172,11.39,0.7,94.22,3.1923,6.5008
9886221,AFP,AFP,0.010069635,90.5123,85.44,1.735,0.03997,-0.23121,15.45,0.0367,9.384,0.7308,103.2,2.4785,1.9732
9886224,AFP,AFP,0.30498468,96.9207,88.82,2.549,0.03982,-0.5548924,1705.0,0.6237,260.2,0.2375,114700.0,0.3374,0.1921
9899256,AFP,AFP,0.0045844331,88.4914,83.37,3.32,0.02314,0.1779074,8.313,0.01706,5.978,0.3353,24.38,8.3239,3.3342
9899280,AFP,AFP,0.011487734,93.3805,83.09,2.222,0.02027,-0.4527948,21.61,0.03302,8.056,0.4883,155.6,1.5677,0.813
9899315,AFP,AFP,0.0074911118,93.0751,87.91,3.828,0.02393,0.0371824,12.58,0.02873,5.107,0.09707,66.89,5.1185,1.4851
9899352,AFP,AFP,0.012627928,97.0493,70.39,3.615,0.02347,-0.2685192,21.4,0.08633,6.226,0.6955,167.0,1.561,0.2355
9940565,AFP,AFP,0.15480299,85.2899,74.28,2.677,0.02888,-0.5768168,721.3,4.544,78.03,0.9883,8855.0,0.8546,1.6483
9941066,PC,PC,0.02492179,1.2851,83.69,2.684,0.05439,-0.1524932,21.29,0.313,5.38,0.9,497.1,0.0295,0.0
9941387,AFP,AFP,0.5,99.7424,89.95,3.0,0.1695,-0.4321804,-1.0,1.007,2818.0,0.1,317600.0,0.1077,0.0739
9941387,AFP,AFP,0.08931155,99.4669,89.63,15.0,0.1695,-0.4321804,-1.0,1.241,180.8,0.1,9897.0,0.4395,0.0775
9941387,AFP,AFP,0.027806287,61.6944,89.59,1.683,0.1695,-0.4321804,27.21,0.08453,6.278,0.6883,809.7,0.6223,3.9369
9958962,PC,PC,0.026360737,4.7686,86.11,3.434,0.09266,-0.08608,39.44,0.3089,11.0,0.8558,633.7,0.1264,0.4845
9958962,PC,PC,0.034912846,8.9538,89.3,6.848,0.4022,-0.08608,25.84,0.6171,8.738,0.8041,1178.0,0.8411,1.0946
9958962,PC,PC,0.024585209,2.4053,89.53,4.326,0.2748,-0.08608,18.51,0.163,5.852,0.6098,658.7,0.1778,0.2656
9958962,UNK,PC,0.026844709,14.6766,89.91,10.14,0.7715,-0.08608,12.95,0.289,7.16,0.2915,851.2,6.3862,6.4388
9970568,AFP,AFP,0.013604527,97.4542,28.86,2.654,0.02072,-0.0253258,13.04,0.176,6.184,0.8989,162.8,2.0232,0.4415
9971475,AFP,AFP,0.53522987,99.6201,86.46,4.306,0.05982,0.1788374,8537.0,2.762,1517.0,0.7765,199500.0,0.0776,0.0134
9971475,AFP,AFP,0.41978691,99.1025,84.39,4.208,0.05982,0.1788374,3668.0,8.234,694.1,0.978,77720.0,0.2702,0.0695
9971786,AFP,AFP,0.0067684491,98.6592,80.38,1.438,0.01909,0.0208148,12.53,0.01286,7.172,0.5,50.58,1.2474,0.116
9651065,AFP,AFP,0.0078010347,97.632,87.24,2.5,0.01805,0.3392024,-1.0,0.01955,4.075,0.1,70.74,2.3093,0.5313
9651169,NTP,NTP,0.0030909445,11.4079,85.3,13.99,0.0818,0.1831638,8.6,0.04641,10.89,0.2671,10.98,87.6747,97.2646
9651234,PC,PC,0.029685477,0.6886,89.54,6.161,0.3882,-0.5239984,41.29,0.3524,12.58,0.7144,912.4,0.0,0.0
9651374,NTP,NTP,0.0033400611,11.5493,33.23,2.157,0.0165,0.4080668,8.456,0.03759,8.255,0.9009,9.853,84.0867,96.8627
9655471,AFP,AFP,0.0079489226,98.5281,83.19,7.212,0.04098,0.2310982,11.14,0.06311,5.666,0.3157,72.88,0.9984,0.095
9655501,AFP,AFP,0.0020670596,96.6671,89.39,2.132,0.01716,0.0285792,1.891,0.004399,6.669,0.02291,4.969,3.2958,0.8301
9655501,AFP,AFP,0.0057887056,99.8676,82.36,2.108,0.01716,0.0285792,14.18,0.01315,3.952,0.2782,38.43,0.1045,0.0841
9655514,AFP,AFP,0.0060904306,99.8078,27.84,2.049,0.01953,0.0966422,7.519,0.0793,4.701,0.9212,31.51,0.1922,0.0691
9674346,NTP,NTP,0.010770298,20.3407,89.99,7.551,0.07516,0.0086272,5.486,0.08046,70.92,0.001384,138.4,76.6214,92.5679
9674346,AFP,AFP,0.013742128,93.0937,67.32,15.06,0.06086,0.0086272,7.453,0.3953,3.538,0.7,196.9,6.8236,2.1995
9674346,AFP,AFP,0.069718121,91.8747,35.32,12.46,0.06086,0.0086272,29.57,15.13,7.628,0.9899,1983.0,7.7149,2.7246
9674564,AFP,AFP,0.014902012,97.3296,82.65,3.244,0.06935,-0.3024444,14.48,0.27,10.41,0.914,180.4,0.9483,0.1368
9713213,UNK,NTP,0.0035666868,18.6216,84.72,10.58,0.0561,0.099116,9.084,0.04119,3.155,0.2957,14.86,75.7245,91.5514
9713244,UNK,NTP,1.8496318e-06,21.1474,49.47,0.8692,0.01532,0.1442532,6.016e-07,1.501e-05,11.84,0.9449,2.761e-06,77.3609,92.3262
9713244,UNK,NTP,0.012343602,10.3411,17.89,3.795,0.0313,0.1442532,28.93,0.4649,3.17,0.9544,120.7,88.8561,97.5454
9713632,AFP,AFP,0.0047885003,99.1626,81.94,2.317,0.02553,0.3834464,10.06,0.0147,11.73,0.5,25.29,0.8281,0.0859
9717958,AFP,AFP,0.015682977,57.7452,77.43,34.5,0.3093,0.4553176,16.74,7.611,5.557,0.9711,177.2,17.6864,18.4245
9717958,AFP,AFP,0.012352904,50.8447,89.7,6.25,0.3093,0.4553176,10.41,0.09083,5.071,0.4029,173.6,19.2495,22.3076
9718066,PC,PC,0.010278614,14.2541,89.41,2.011,0.1124,-0.540704,18.56,0.02863,17.09,0.5368,122.2,0.2257,1.3822
9762519,AFP,AFP,0.44376548,99.8197,87.36,3.554,0.06739,0.0931024,6797.0,2.693,1364.0,0.8626,120500.0,0.0067,0.0
9762519,AFP,AFP,0.25902014,96.3955,85.44,3.49,0.06739,0.0931024,1593.0,1.745,290.3,1.0,26050.0,0.0805,0.084
9762713,AFP,AFP,0.009133165,99.7998,59.98,1.033,0.01524,0.2594176,15.76,0.04891,8.6,0.9033,72.75,0.1815,0.0704
9762713,AFP,AFP,0.0077913355,99.3786,79.98,1.263,0.01524,0.2594176,15.62,0.01299,4.753,0.5,66.65,0.5618,0.0779
9762713,AFP,AFP,0.0093022901,95.5994,87.94,1.5,0.01524,0.2594176,-1.0,0.01396,4.173,0.1,99.89,4.1474,1.1185
9775385,NTP,NTP,0.0057423539,3.0509,64.71,3.116,0.02276,0.1584306,10.14,0.03644,3.976,0.7174,33.89,96.8555,98.8884
9775385,AFP,AFP,0.0065373914,92.234,83.28,6.969,0.06287,0.1584306,8.215,0.0602,6.851,0.4997,47.27,7.6521,2.6689
9775475,AFP,AFP,0.40174742,83.013,89.69,3.76,0.3587,-0.2420112,145.9,3.484,88.11,0.9132,87550.0,1.4987,4.5549
9788457,AFP,AFP,0.017019696,97.2075,88.14,2.644,0.0233,-0.1071564,20.29,0.04461,16.02,0.09146,337.4,2.5409,0.5964
9788457,AFP,AFP,0.017250865,99.3789,42.95,2.494,0.02322,-0.1071564,13.01,0.2602,4.283,0.9226,251.1,0.5933,0.0784
9788457,AFP,AFP,0.016224633,96.1649,89.42,2.432,0.02329,-0.1071564,11.88,0.03886,4.732,0.03135,306.9,3.4666,0.8876
9788612,UNK,NTP,0.015773823,6.2282,34.28,2.447,0.01925,0.2726838,12.24,0.1903,6.496,0.9014,221.2,93.1938,98.4328
9823602,UNK,NTP,0.010361882,6.5424,23.82,2.102,0.01889,0.1623562,11.43,0.1392,5.335,0.9239,91.29,93.3046,98.4114
9823652,AFP,AFP,0.0058109174,97.8761,89.59,3.422,0.02175,0.1940864,18.39,0.01977,17.77,0.01348,39.17,2.0835,0.4598
9823652,AFP,AFP,0.0051342704,99.5121,89.79,3.369,0.02175,0.1940864,14.66,0.01721,4.101,0.007122,30.58,0.4415,0.0775
9837659,AFP,AFP,0.004364268,98.7982,88.35,2.13,0.02419,0.0398196,10.07,0.00934,13.65,0.09625,22.18,1.1522,0.1056
9837659,AFP,AFP,0.0040932222,97.8647,82.77,1.562,0.02419,0.0398196,8.413,0.008481,4.16,0.5,18.52,1.3913,0.1472
9837661,PC,PC,0.078487707,19.8237,88.51,2.71,0.08814,-0.4754476,63.49,0.3489,16.54,0.6829,6498.0,0.8332,2.2713
9837661,PC,PC,0.039042152,12.4777,88.25,1.732,0.03015,-0.4754476,37.45,0.07119,5.804,0.298,1935.0,0.1705,1.1527
9850387,UNK,AFP,0.40253941,94.0739,75.89,4.818,0.02763,0.3186432,1504.0,2.08,207.2,0.658,156300.0,4.6764,1.3131
9850393,NTP,NTP,0.014426227,10.0001,82.7,1.916,0.01628,0.3218572,16.5,0.0299,6.466,0.3,237.2,89.7464,97.7526
9850393,AFP,AFP,0.023405539,99.2571,17.79,1.961,0.02027,0.3218572,14.97,0.6747,3.384,0.9755,390.7,0.7305,0.082
9850393,AFP,AFP,0.010052666,97.0606,87.37,3.0,0.02027,0.3218572,-1.0,0.03016,3.55,0.1,117.1,2.8559,0.6917
9886224,AFP,AFP,0.074005324,79.5621,88.52,2.183,0.03982,-0.5548924,129.7,0.1623,20.37,0.2801,6814.0,0.872,2.5627
9886255,PC,PC,0.048003994,5.3828,89.65,7.151,0.4208,-0.4887322,41.6,0.4981,15.57,0.5986,2562.0,0.3268,0.6742
9886361,PC,PC,0.0082470718,3.5573,89.99,5.958,0.07791,-0.0557072,25.61,0.04873,18.72,0.001997,81.68,0.4459,0.4853
9899355,AFP,AFP,0.006973878,72.4658,88.8,1.534,0.02343,0.0578328,4.41,0.01083,5.638,0.1387,57.51,15.522,12.175
9899410,AFP,AFP,0.010687056,84.9764,56.58,2.931,0.033,-0.0616294,10.14,0.1505,6.462,0.8957,95.58,11.4098,6.8733
9899414,AFP,AFP,0.011988508,91.5795,86.48,1.898,0.02413,-0.0328536,18.87,0.02495,9.801,0.3163,167.9,6.9482,2.3105
9941662,PC,AFP,0.06620171,76.3272,79.06,3.154,0.03861,-0.0173088,4389.0,0.3402,366.5,0.6714,4568.0,1.6266,7.4888
9941662,AFP,AFP,0.0091233161,91.5212,77.61,3.004,0.03861,-0.0173088,109.8,0.05278,12.14,0.6999,85.9,3.4866,1.3877
9941859,PC,PC,0.026485855,0.5126,87.46,3.402,0.08403,-0.2092228,73.98,0.1715,11.48,0.7076,728.6,0.0383,0.0
9941859,PC,PC,0.027775345,2.3411,89.92,5.527,0.3925,-0.2092228,40.13,0.1546,12.33,0.1862,931.9,0.0595,0.0014
9959093,UNK,PC,0.0082069859,16.043,87.73,3.859,0.1354,0.3062604,7.901,0.1042,4.659,0.8392,63.37,13.9165,11.0476
9959279,AFP,AFP,0.0032025146,97.1052,42.19,3.186,0.02543,0.1576762,8.947,0.0494,4.534,0.8926,9.207,2.8234,0.6819
9959279,AFP,AFP,0.0032700945,97.9606,89.75,2.893,0.02543,0.1576762,6.359,0.00943,3.575,0.01283,12.37,1.8067,0.3611
9959492,AFP,AFP,0.0078391761,37.1878,87.43,3.343,0.02346,0.1384666,12.49,0.02649,6.496,0.1364,72.78,36.7841,35.8697
9971786,AFP,AFP,0.0082603424,99.2189,84.44,1.534,0.01912,0.0208148,14.93,0.0138,3.687,0.3,78.01,0.6508,0.0796
9971786,AFP,AFP,0.010621145,99.0873,35.69,2.055,0.01913,0.0208148,16.88,0.1084,3.972,0.8995,99.14,0.866,0.0877
9972385,NTP,AFP,0.051506543,46.1344,84.24,14.56,0.2859,0.387012,48.69,7.282,15.52,1.0,881.2,28.5501,24.8518
9651374,AFP,AFP,0.0051936531,93.624,89.15,2.22,0.04158,0.4080668,12.11,0.0117,3.814,0.14,31.22,4.5932,1.2931
9651374,AFP,AFP,0.0044699247,96.5182,88.2,3.516,0.04158,0.4080668,10.4,0.0162,4.642,0.186,23.1,2.1596,0.4938
9651602,UNK,PC,0.010249088,13.7401,89.02,2.221,0.04699,-0.369332,9.705,0.02373,6.395,0.226,127.5,2.0405,4.6521
9655514,AFP,AFP,0.0079368741,99.5083,61.45,2.62,0.01953,0.0966422,13.6,0.04005,3.543,0.6991,65.33,0.3094,0.0737
9655711,PC,PC,0.022508149,5.9319,88.88,3.352,0.1074,-0.1000658,10.39,0.09825,4.205,0.5046,572.7,0.116,0.5819
9655711,PC,PC,0.022012664,16.2693,88.34,1.783,0.07708,-0.1000658,9.118,0.07509,3.737,0.7066,501.0,6.1366,6.9702
9655718,UNK,NTP,0.029538175,1.3873,89.9,7.31,1.262,0.310822,5.925,0.3985,31.09,0.6981,908.1,95.2023,98.7878
9674564,AFP,AFP,0.012009445,97.9049,87.31,4.339,0.06935,-0.3024444,13.94,0.06839,4.598,0.5,165.0,0.3995,0.133
9674568,UNK,NTP,0.012145785,6.9072,89.97,11.72,1.274,-0.2192368,7.406,0.1457,6.409,0.1872,178.3,79.0685,92.3446
9674568,NTP,NTP,0.0027590946,23.1934,46.17,3.382,0.01449,-0.2192368,5.226,0.01971,3.687,0.7275,7.812,75.0857,90.7495
9674592,AFP,AFP,0.17720162,98.3778,80.73,5.256,0.06804,-0.1871558,170.2,2.628,61.97,1.0,11560.0,0.9244,0.0909
9713632,AFP,AFP,0.0046109589,99.6025,69.67,3.366,0.02553,0.3834464,10.36,0.03036,7.419,0.7025,22.01,0.3538,0.0744
9714123,AFP,AFP,0.30378992,97.624,89.97,5.537,0.2736,-0.1776516,1624.0,1.293,549.2,0.04916,110400.0,0.0838,0.0717
9714123,AFP,AFP,0.065665519,81.4306,88.13,9.307,0.2736,-0.1776516,97.11,1.858,25.53,0.8556,3907.0,0.0662,0.5988
9718066,AFP,PC,0.010526738,9.4048,88.67,2.901,0.1661,-0.540704,11.52,0.1295,3.479,0.8801,91.24,2.197,3.3257
9718378,AFP,AFP,0.0047517682,95.2063,88.55,4.705,0.04044,0.3622212,12.42,0.02248,44.74,0.1,26.46,4.772,1.327
9718378,AFP,AFP,0.0047803261,98.9152,88.24,5.988,0.04044,0.3622212,13.9,0.02875,4.516,0.09585,26.79,1.0631,0.0988
9718379,AFP,AFP,0.021028211,75.0775,89.99,2.845,0.2263,0.243412,18.22,0.05861,6.367,0.01184,522.7,5.7816,9.117
9762866,AFP,AFP,0.015778935,99.306,67.39,14.97,0.0698,0.005274,11.72,0.446,3.721,0.6973,257.8,0.6219,0.0789
9762866,AFP,AFP,0.019705858,99.2806,38.34,11.14,0.0698,0.005274,15.95,1.933,3.734,0.9511,315.6,0.6547,0.0797
9762866,AFP,AFP,0.014739184,97.4538,86.61,14.59,0.0698,0.005274,14.86,0.2167,4.374,0.1493,249.0,1.7435,0.3371
9775938,PC,PC,0.045801458,8.0465,88.28,3.527,0.1026,-0.5508572,105.7,0.2781,21.16,0.6812,2224.0,0.3269,0.9778
9775938,PC,PC,0.03156387,0.9796,89.48,3.922,0.1916,-0.5508572,35.98,0.1647,9.021,0.5288,1158.0,0.0592,0.0005
9776186,AFP,AFP,0.022663979,84.1633,89.45,1.903,0.02553,-0.2420112,10.77,0.04232,6.281,0.05839,621.8,6.6476,3.691
9776474,AFP,AFP,0.003696227,99.7315,66.23,2.706,0.02339,0.0371456,6.53,0.01947,7.985,0.7,14.17,0.2621,0.0695
9788612,UNK,NTP,0.024233139,18.3823,44.05,14.1,0.04378,0.2726838,19.9,0.6818,4.072,0.723,602.2,77.6114,93.4028
9790034,AFP,AFP,0.0047480857,97.8687,85.08,10.5,0.05959,0.433278,7.796,0.05477,7.03,0.3069,25.93,2.1063,0.4677
9790034,AFP,AFP,0.0045973635,95.9037,89.84,11.87,0.05959,0.433278,8.282,0.05432,2.797,0.009094,24.76,3.3416,0.8515
9790144,AFP,AFP,0.015828464,90.3643,64.85,7.421,0.04111,-0.0123096,4.374,0.2257,5.141,0.7037,259.5,9.5656,4.252
9824673,UNK,NTP,0.004665924,9.3707,78.43,1.966,0.01791,0.4063492,5.013,0.01222,10.42,0.5042,23.91,89.9192,97.7708
9824711,UNK,NTP,0.023003092,2.013,89.9,11.71,1.669,-0.5594938,4.428,0.3733,17.73,0.549,612.6,94.8543,98.7887
9824805,PC,PC,0.012196699,2.5732,85.38,3.197,0.05457,0.068104,17.05,0.06732,5.822,0.658,158.0,0.0829,0.1533
9824928,PC,AFP,0.008295381,62.2731,89.97,3.282,0.02272,-0.1048928,8.798,0.027,6.065,0.002013,86.22,16.542,16.0347
9837661,PC,PC,0.040366236,8.0336,85.64,2.738,0.05656,-0.4754476,19.94,0.2804,4.219,0.803,1508.0,0.1786,0.7607
9837685,PC,PC,0.027631862,0.1898,88.87,2.573,0.109,-0.345339,23.24,0.1162,6.21,0.6446,822.8,0.0,0.0
9837828,PC,PC,0.030594416,23.7824,89.97,0.8468,0.06552,-0.5524,9.641,0.02516,9.884,0.03118,1154.0,4.9556,9.3722
9838060,AFP,AFP,0.29281525,98.7546,88.84,3.934,0.1557,-0.3150696,717.0,2.61,181.0,0.8838,54790.0,0.1879,0.0756
9850409,NTP,NTP,0.007815062,35.3939,88.67,4.584,0.01934,-0.4434082,9.751,0.0356,4.86,0.03941,75.85,62.9193,74.573
9850843,AFP,AFP,0.0102606,73.4198,87.51,6.525,0.08434,0.0107064,10.12,0.07878,8.344,0.4005,121.5,1.034,3.7841
9850893,AFP,AFP,0.025501461,72.5162,66.85,7.4,0.07945,-0.4982276,20.9,3.792,6.956,0.9848,319.4,3.0072,10.1462
9850912,AFP,AFP,0.018433821,80.4213,79.47,6.195,0.08338,-0.0173332,10.43,0.5615,4.536,0.9024,290.2,3.1255,7.2348
9886361,PC,PC,0.0089340241,1.2156,88.51,7.621,0.121,-0.0557072,22.28,0.07604,4.567,0.337,93.48,0.0266,0.0
9886361,PC,PC,0.012058435,3.2238,89.25,5.379,0.3043,-0.0557072,15.74,0.1306,6.322,0.7179,150.1,0.103,0.3439
9886361,PC,PC,0.0071464824,12.5993,89.66,8.416,0.1794,-0.0557072,10.8,0.06078,3.621,0.1326,61.12,1.2394,2.086
9886661,PC,PC,0.015447974,0.5747,88.63,1.757,0.05716,-0.468821,38.22,0.03439,6.465,0.4756,276.6,0.0178,0.0
9899416,AFP,AFP,0.0089943742,96.0035,62.19,2.45,0.02049,-0.0239684,16.56,0.04285,72.76,0.7033,83.41,3.9503,1.0459
