,tce_period,tce_ror,tce_dor,tce_incl,tce_impact,tce_duration,tce_ingress,tce_depth,tce_ldm_coeff1,tce_ldm_coeff2,tce_ldm_coeff3,tce_ldm_coeff4,tce_model_snr,tce_model_chisq,tce_robstat,tce_chisq1,tce_chisq2,tce_prad,tce_sma,tce_eqt,tce_steff,tce_slogg,tce_smet,tce_sradius,tce_max_sngle_ev,tce_max_mult_ev,tce_bin_oedp_stat,tce_rmesmad,tce_rsnrmes,tce_rminmes,boot_fap,boot_mesthresh,boot_mesmean,boot_messtd
0,0.83185,0.0027042662,1.0220117,25.04,0.926,2.392,0.04453,6.092,0.2818856,0.9843984,-0.8891672,0.2972176,2.95,22280.0,13.41,30740.0,4783.0,0.5099,0.01877,2760.0,6510.0,4.07,-0.24,1.728,4.959,10.41,0.001097,2.416,0.2834,0.6137,1.8485977079e-57,2.271512,-4.180471,0.915663
1,1.09524,0.005439672,3.8340026,86.17,0.2563,2.122,0.01228,34.53,0.3605912,0.737616,-0.567858,0.1660276,10.6,16100.0,10.43,19800.0,2261.0,0.8916,0.02187,2310.0,6328.0,4.15,-0.08,1.502,3.914,9.321,0.374,6.461,1.137,0.5694,9.7174694725e-16,8.228319,-0.2485405,1.204526
2,0.719273,0.0053570051,2.6067476,74.42,0.7,1.521,0.01581,29.68,0.3529232,0.8012172,-0.6755324,0.2176708,8.302,14460.0,9.968,14940.0,2075.0,1.455,0.01766,3330.0,6363.0,3.8,-0.06,2.489,7.494,9.099,8.454e-24,5.155,0.9124,0.4886,1.3169262166e-13,8.749945,-0.2086273,1.272514
3,0.831833,0.0048057828,2.9148341,88.13,0.09536,2.181,0.01053,27.1,0.2818856,0.9843984,-0.8891672,0.2972176,11.95,19200.0,14.52,32210.0,5560.0,0.9062,0.01877,2760.0,6510.0,4.07,-0.24,1.728,5.621,10.03,1.251e-05,8.5,1.192,0.5317,3.8867014508e-45,2.252824,-5.596324,1.112148
4,622.408,0.011713396,400.63642,90.0,0.00319,12.01,0.139,161.3,0.2752972,1.0216995,-0.9528764,0.3250118,3.719,252.6,13.12,667.2,10.86,2.114,1.546,302.0,6609.0,4.11,-0.26,1.654,15.24,9.081,0.01448,12.73,0.4095,0.4821,7.3720985661e-13,9.047263,-1.496304,1.49981
5,8.88492,0.11489522,36.377831,89.91,0.05677,2.078,0.2147,16310.0,0.5702584,-0.2570312,0.9047128,-0.4371792,473.3,2783.0,548.0,28840.0,1405.0,10.57,0.07859,770.0,5332.0,4.5,-0.08,0.843,113.0,524.0,0.03825,744.4,0.9032,0.005887,0.0,8.060509,-0.1407508,1.147937
6,2.26211,0.0050458702,2.2076606,82.19,0.3,7.509,0.04141,29.41,0.2752972,1.0216995,-0.9528764,0.3250118,9.239,33890.0,14.35,12270.0,1708.0,0.9107,0.03654,1960.0,6609.0,4.11,-0.26,1.654,6.832,8.037,0.001063,5.761,1.15,0.3629,1.0784103822e-11,8.456065,-0.0953495,1.214592
7,5.0926,0.014152152,11.088219,88.45,0.3,3.399,0.05205,246.5,0.5923188,-0.44696,1.1850752,-0.5344602,15.25,5974.0,16.91,1910.0,278.5,1.16,0.05205,844.0,5037.0,4.55,-0.2,0.751,4.69,15.62,0.09946,24.73,0.9766,0.1657,2.5719670298e-51,7.362733,0.0788618,1.034368
8,8.46044,0.41776277,13.746619,85.9,0.9829,4.804,10.66,76500.0,0.1117782,1.3988718,-1.2823762,0.4306218,2368.0,9418.0,4143.0,1056000.0,24870.0,32.09,0.07493,801.0,5923.0,4.64,-1.02,0.704,495.7,3889.0,0.06057,1257.0,0.6088,0.06866,0.0,7.361635,-0.01229667,1.047058
9,4.23022,0.26789425,5.476444,79.49,0.9991,4.606,2.303,28810.0,0.1117782,1.3988718,-1.2823762,0.4306218,1311.0,25770.0,1645.0,223800.0,4155.0,20.58,0.0472,1010.0,5923.0,4.64,-1.02,0.704,170.4,1440.0,0.0,1819.0,0.9104,0.001737,0.0,7.362829,-0.01064386,1.046995
10,2.69191,0.0059114271,3.6620146,86.79,0.2052,5.53,0.03392,40.43,0.280064,1.0684664,-1.071422,0.379668,11.97,21420.0,15.22,7677.0,1352.0,1.043,0.04184,1920.0,7003.0,4.15,-0.26,1.617,3.323,11.35,5.598,8.533,1.055,0.5393,1.0150037744e-27,7.125874,-0.6763922,1.108414
11,1.34629,0.0077313756,1.0185041,12.39,0.9948,1.626,0.7649,31.94,0.280064,1.0684664,-1.071422,0.379668,11.52,31700.0,13.61,15410.0,2016.0,1.364,0.02636,2420.0,7003.0,4.15,-0.26,1.617,6.68,10.51,0.0003344,5.183,1.096,0.6111,1.7031870474e-24,7.01835,-0.8696649,1.121446
12,0.614378,0.010525716,3.1369554,84.7,0.2898,1.448,0.01645,129.3,0.3150114,0.7325976,-0.4298612,0.0853638,10.86,22370.0,9.781,68220.0,4063.0,1.554,0.01374,2600.0,5930.0,4.14,-0.34,1.353,15.42,12.81,6.39e-06,6.012,0.8479,0.3935,8.0887802802e-60,5.625079,0.05340444,0.784065
13,21.7613,0.031580483,127.79401,89.86,0.318,1.277,0.04333,1221.0,0.6529404,-0.6446462,1.37646,-0.5658316,101.3,869.6,113.3,1507.0,133.9,2.492,0.1401,487.0,4859.0,4.61,0.0,0.723,23.83,103.4,1.714,129.6,0.9802,0.0301,0.0,8.578873,-0.8671735,1.339028
14,0.940463,0.0043276178,1.5172945,62.01,0.712,3.354,0.02918,19.39,0.3805718,0.5428414,-0.2049648,0.0002518,4.058,33820.0,15.9,128800.0,4587.0,0.8113,0.01913,2470.0,5918.0,3.99,-0.16,1.718,6.567,12.03,0.7662,1.936,0.3374,1.181,1.8360744296e-21,8.701104,-1.009408,1.380737
15,0.940463,0.011363371,1.0154817,28.19,0.895,3.332,0.1802,111.3,0.3805718,0.5428414,-0.2049648,0.0002518,15.23,15910.0,15.42,80360.0,6425.0,2.13,0.01913,2470.0,5918.0,3.99,-0.16,1.718,4.422,12.8,0.04898,1.954,1.19,0.6939,7.5037960719e-24,8.699637,-1.00778,1.380293
16,0.94052,0.0081488352,2.2608908,87.46,0.1,3.188,0.02603,79.63,0.3805718,0.5428414,-0.2049648,0.0002518,18.36,18310.0,16.68,37890.0,6324.0,1.528,0.01913,2470.0,5918.0,3.99,-0.16,1.718,5.347,12.82,0.0,19.89,1.432,0.2529,5.5284257994e-25,8.47404,-1.024921,1.349522
17,0.778568,0.0090518902,1.9286601,62.14,0.9013,1.399,0.06443,71.9,0.432979,0.7516076,-0.806089,0.3025464,11.18,19550.0,7.311,19290.0,2038.0,4.258,0.02118,4460.0,7090.0,3.49,0.02,4.311,4.18,9.639,1.025e-05,4.677,1.16,0.825,1.9101492681e-26,5.771885,-1.946837,1.095448
18,0.778574,0.0095941849,3.1773446,77.27,0.7002,1.361,0.02516,94.81,0.432979,0.7516076,-0.806089,0.3025464,14.42,19640.0,9.073,21840.0,2128.0,4.513,0.02118,4460.0,7090.0,3.49,0.02,4.311,6.83,12.86,0.00682,3.519,1.121,1.002,6.1020649198e-42,5.770311,-1.950076,1.095482
19,4.28758,0.02952787,22.046943,88.16,0.7064,1.113,0.06198,890.7,0.6326184,-0.4397438,1.1032184,-0.4978238,137.9,10260.0,191.4,26500.0,14250.0,2.616,0.0501,940.0,5295.0,4.58,0.12,0.812,27.41,136.9,2.883,168.1,1.007,0.02484,0.0,9.596391,-1.049598,1.508947
20,1.28453,0.0084950296,1.0195264,26.75,0.9104,4.175,0.1977,62.76,0.432979,0.7516076,-0.806089,0.3025464,10.3,16750.0,8.878,6267.0,824.2,3.996,0.02957,3780.0,7090.0,3.49,0.02,4.311,4.323,7.246,0.0002115,2.487,1.421,1.013,1.6623347907e-15,6.286159,-1.76305,1.143622
21,1.07861,0.0048594005,2.0751553,76.06,0.5,3.461,0.02228,26.43,0.3529232,0.8012172,-0.6755324,0.2176708,9.234,33210.0,10.16,27790.0,2110.0,1.32,0.02314,2910.0,6363.0,3.8,-0.06,2.489,4.474,8.883,0.02781,4.973,1.04,0.4525,2.451888404e-13,8.642628,-0.391245,1.283247
22,0.831777,0.0051770702,1.3415808,49.33,0.8744,2.349,0.05053,24.27,0.2818856,0.9843984,-0.8891672,0.2972176,8.812,29960.0,13.27,36340.0,3024.0,0.9762,0.01877,2760.0,6510.0,4.07,-0.24,1.728,4.885,10.77,0.04089,2.015,0.8181,0.9811,3.0340668739e-60,2.272421,-4.179048,0.9155906
23,0.547626,0.0035302209,2.7147139,81.19,0.4156,1.408,0.005981,14.14,0.3605912,0.737616,-0.567858,0.1660276,5.218,36970.0,11.11,42670.0,3960.0,0.5786,0.01378,2910.0,6328.0,4.15,-0.08,1.502,7.186,8.113,5.934,5.214,0.6431,0.4173,4.2242613242e-12,8.35563,-0.1662716,1.209372
24,0.748347,0.016107057,1.5510635,65.47,0.644,2.897,0.0776,275.1,0.3353084,0.9574588,-0.9829482,0.3521146,16.21,27290.0,16.8,22630.0,3244.0,3.445,0.01855,3250.0,7159.0,4.04,-0.14,1.96,3.963,14.05,0.0002596,5.081,1.154,0.6531,2.5038720464e-84,0.3882295,-7.298856,1.099268
25,1.39175,0.0044584673,2.7668711,79.43,0.5077,3.33,0.01989,22.04,0.2997482,1.000469,-0.974608,0.3426902,8.124,32070.0,12.06,24760.0,2877.0,0.8991,0.02726,2470.0,6793.0,4.05,-0.18,1.848,6.389,9.246,1.587,6.465,0.8786,0.3091,2.6322499327e-16,8.030451,-0.005260312,1.141423
26,1.1262,0.14085155,5.3861537,84.59,0.5078,1.632,0.2612,23050.0,0.6635102,-0.5571858,1.1236628,-0.3782268,663.3,25980.0,1075.0,292300.0,101600.0,10.37,0.01851,1150.0,4298.0,4.6,0.12,0.675,94.61,1186.0,11590.0,722.6,0.5595,0.0043,0.0,7.997368,-0.1436932,1.159243
27,0.629008,0.0039820732,3.3761698,88.24,0.1038,1.421,0.005698,18.43,0.2836366,1.0308923,-0.9953372,0.3481512,15.74,25510.0,15.74,48050.0,5364.0,0.7839,0.0159,3160.0,6734.0,4.06,-0.22,1.804,12.89,13.12,5.21e-06,12.58,1.2,0.1734,6.7785861457e-31,7.955603,-0.2298666,1.161167
28,0.674634,0.0022943664,1.0523836,31.22,0.9,2.16,0.02578,4.77,0.5992846,0.0210222,-0.0159716,-0.0054406,10.12,33270.0,21.18,34850.0,4017.0,0.505,0.02004,4420.0,9990.0,4.2,0.07,2.017,20.0,19.11,9.52e-08,4.285,0.5297,0.5107,6.2284563188e-71,6.515533,-1.79562,1.176357
29,1.34942,0.0030920677,3.0977314,83.98,0.3246,3.159,0.01088,10.65,0.5992846,0.0210222,-0.0159716,-0.0054406,17.03,15930.0,16.84,23770.0,2140.0,0.6806,0.03181,3510.0,9990.0,4.2,0.07,2.017,5.188,16.64,0.01343,7.778,1.023,0.4249,2.0446387263e-48,7.898567,-0.2592115,1.159437
30,1.34947,0.0036590295,3.6988271,79.09,0.7,2.005,0.01428,13.77,0.5992846,0.0210222,-0.0159716,-0.0054406,20.18,14140.0,16.45,17200.0,2141.0,0.8054,0.03181,3510.0,9990.0,4.2,0.07,2.017,5.716,13.97,3.341e-30,6.65,1.445,0.6913,3.3343054694e-41,6.311065,-2.160682,1.204241
31,2.98032,0.0051467555,1.2753135,45.18,0.8989,8.03,0.2097,23.09,0.3286368,0.8250072,-0.6731296,0.206524,8.974,26800.0,18.83,10680.0,2473.0,0.802,0.04286,1630.0,6404.0,4.2,-0.16,1.428,6.6,8.149,0.000331,3.883,1.101,0.9696,3.2021775075e-11,8.747218,0.4308659,1.181254
32,3.79424,0.006332059,4.2559694,87.3,0.2008,6.716,0.04402,46.86,0.1925462,1.2262856,-1.1820564,0.4218842,10.48,18440.0,17.77,4796.0,1234.0,1.856,0.05218,2050.0,6489.0,3.7,-0.58,2.686,4.449,11.08,1.561,4.814,0.9453,0.514,8.2004560023e-23,8.006154,0.06114174,1.129233
33,27.2481,0.0082259636,19.496622,89.99,0.004853,10.76,0.08783,82.34,0.3608092,0.4521996,0.038526,-0.122164,9.339,4070.0,15.04,474.9,123.4,0.7486,0.1602,557.0,5529.0,4.46,-0.48,0.834,8.445,10.27,0.3427,14.81,0.9093,0.2761,5.239136117e-16,8.98213,-0.2998439,1.317712
34,1.69146,0.012940222,1.0256693,13.5,0.9973,2.232,2.233,60.83,0.3281808,0.846164,-0.717702,0.2283484,13.29,32770.0,18.48,15700.0,2563.0,2.135,0.02935,2040.0,6452.0,4.15,-0.14,1.512,4.206,11.72,2.457,2.369,1.134,0.7266,9.0319461348e-25,7.608508,-1.502742,1.295171
35,3.38294,0.0061797456,2.4110513,68.08,0.9,4.822,0.152,33.27,0.3281808,0.846164,-0.717702,0.2283484,6.253,14830.0,19.36,8593.0,3328.0,1.02,0.04659,1620.0,6452.0,4.15,-0.14,1.512,3.914,10.12,0.5503,2.978,0.6178,1.047,1.4026525978e-23,6.780027,-1.330593,1.152203
36,3.38292,0.0074979887,1.1322163,32.17,0.9584,7.093,0.5995,42.58,0.3281808,0.846164,-0.717702,0.2283484,11.8,21360.0,21.81,8971.0,3533.0,1.237,0.04659,1620.0,6452.0,4.15,-0.14,1.512,4.204,11.71,0.1607,4.517,1.008,0.4481,4.8503888374e-30,6.775822,-1.335017,1.152106
37,0.862877,0.015831981,1.6747427,57.49,0.9,1.854,0.1429,220.6,0.1997404,1.2231193,-1.2077572,0.4270188,11.01,17290.0,9.596,20330.0,2130.0,2.548,0.01857,2750.0,6991.0,4.16,-0.58,1.475,10.51,10.12,0.03658,2.451,1.088,0.7534,2.286727496e-21,7.617194,0.2155424,1.051725
38,10.3069,0.28490678,13.448645,89.57,0.1,7.5,1.676,354100.0,0.3403682,0.6484744,-0.3187988,0.0385542,-1.0,-1.0,9104.0,26760000.0,1049000.0,37.84,0.08974,960.0,5912.0,4.22,-0.3,1.217,1955.0,8372.0,0.0,313.5,-0.0001194,0.05021,0.0,91.9633,-170.6711,37.57688
39,10.307,0.41664105,4.242176,76.38,0.9992,18.64,9.32,71520.0,0.3403682,0.6484744,-0.3187988,0.0385542,1316.0,77990.0,307.1,6216000.0,87150.0,55.33,0.08974,960.0,5912.0,4.22,-0.3,1.217,199.6,460.6,6.912e-07,13.9,2.857,1.429,5.8362857077e-103,75.46672,-110.832,26.5633
40,449.504,0.028834895,337.5975,89.91,0.5014,9.138,0.339,955.9,0.5608992,-0.1690052,0.7692828,-0.391372,6.595,244.3,8.515,65.43,3.151,2.618,1.121,210.0,5523.0,4.57,-0.02,0.832,6.404,7.241,1.412,10.25,0.9107,0.5672,7.4136655754e-15,6.190847,0.7317565,0.8466178
41,13.4472,0.033761186,45.369434,89.87,0.1,2.33,0.07683,1343.0,0.2918792,0.8827168,-0.697109,0.2041058,102.6,1890.0,107.6,1427.0,148.6,3.835,0.1109,848.0,6276.0,4.41,-0.32,1.041,18.2,104.4,0.1166,131.8,0.9823,0.03769,0.0,7.674848,-0.04072345,1.095559
42,0.499972,0.0082424638,2.0007463,69.52,0.7,1.385,0.02203,70.02,0.4233676,0.784732,-0.8608418,0.3215816,6.968,30200.0,12.74,31200.0,2784.0,2.214,0.01493,4160.0,7338.0,3.9,-0.02,2.462,4.318,11.1,0.0,8.32,0.6279,0.6547,2.1498649275e-40,4.456214,-3.078205,1.069522
43,26.0204,0.03118325,40.890599,89.53,0.3372,4.737,0.161,1149.0,0.4852024,0.1588864,0.3107304,-0.2122936,22.53,1533.0,26.81,322.0,61.83,3.059,0.1716,586.0,5806.0,4.53,-0.04,0.899,5.663,22.47,0.4781,29.8,1.003,0.1148,2.2615247273e-103,7.348777,0.01083329,1.041878
44,21.1653,0.012449246,10.700564,89.42,0.1083,15.21,0.1892,183.0,0.3621716,0.7356068,-0.5736568,0.167098,8.8,7573.0,51.31,931.5,2048.0,1.581,0.1577,770.0,6425.0,4.37,-0.08,1.164,5.605,9.949,0.002177,14.61,0.8846,0.2546,6.2769061713e-23,7.148082,-0.04859053,1.021265
45,0.668328,3.8372029e-05,1.0497943,27.65,0.9299,1.789,0.0005074,0.001231,0.488803,0.258399,-0.045982,-0.043288,0.001844,33710.0,11.78,33240.0,2771.0,0.01124,0.0192,4290.0,8230.0,3.9,0.07,2.685,17.6,10.01,6.657e-07,1.774,0.0001842,0.971,1.6622424601e-21,7.322227,-0.4285411,1.104094
46,3.51468,0.0053942409,2.6300229,70.35,0.8842,4.885,0.1179,26.23,0.2040262,1.212047,-1.1925776,0.422197,4.795,34640.0,18.28,9483.0,2448.0,0.9501,0.04748,1780.0,6908.0,4.08,-0.56,1.614,4.84,8.349,1.415,2.91,0.5743,0.6916,7.7251998134e-13,8.305533,-0.4383584,1.24285
47,3.51349,0.006302135,1.1905503,37.65,0.9426,7.943,0.4255,32.21,0.2040262,1.212047,-1.1925776,0.422197,8.384,29190.0,17.16,9544.0,3088.0,1.11,0.04747,1780.0,6908.0,4.08,-0.56,1.614,4.903,9.279,0.00227,4.347,0.9035,0.4815,2.6632932116e-15,8.305533,-0.4383584,1.24285
48,2.4894,0.0096718841,1.2017141,39.99,0.9207,6.558,0.3922,80.86,0.4977796,0.2310792,-0.1051988,0.0018762,7.782,33310.0,13.47,10800.0,2090.0,3.085,0.04515,3110.0,8757.0,3.8,-0.28,2.923,3.956,8.905,0.009881,8.652,0.874,0.5362,1.4822812673e-22,5.883139,-2.106906,1.135001
49,0.723891,0.007075093,1.9375871,74.93,0.5038,2.489,0.02338,54.92,0.4977796,0.2310792,-0.1051988,0.0018762,6.405,25930.0,13.2,91290.0,4735.0,2.257,0.01982,4690.0,8757.0,3.8,-0.28,2.923,4.235,7.851,2.442e-07,1.667,0.8157,1.154,7.7693483608e-34,0.00655473,-10.94795,1.557751
50,0.968246,0.0047403749,1.0851261,89.23,0.01462,6.848,0.03232,28.06,0.6163992,-0.3580416,0.9952304,-0.4620324,9.769,35270.0,10.06,21430.0,2816.0,0.9394,0.01935,2280.0,5340.0,3.93,0.07,1.816,5.457,7.495,0.0004445,3.421,1.303,0.7195,4.4643182337e-07,11.18105,-1.0449,1.737605
51,1.87905,0.0029388135,2.1905509,76.79,0.5005,5.695,0.02225,9.616,0.4860468,0.2252784,0.0362568,-0.0791284,9.827,30420.0,19.8,23650.0,3530.0,1.472,0.04019,3780.0,8020.0,3.5,0.07,4.589,9.104,9.504,0.07353,6.532,1.034,0.6159,5.2963448369e-20,6.955681,-1.826619,1.247446
52,1.87845,0.0035162937,1.2232212,41.98,0.9094,4.979,0.09916,10.66,0.4860468,0.2252784,0.0362568,-0.0791284,11.02,22140.0,14.92,20380.0,3367.0,1.761,0.04018,3780.0,8020.0,3.5,0.07,4.589,3.138,8.004,3.163e-06,4.134,1.377,0.7641,4.6454575118e-15,7.136609,-1.473086,1.223017
53,39.8415,0.1174019,20.720361,87.23,0.9999,7.328,3.664,4906.0,0.44253,0.4639408,-0.1858578,0.0091928,544.5,1901.0,694.0,11700.0,675.9,31.64,0.2555,833.0,6070.0,3.8,0.12,2.47,178.7,554.5,0.03149,833.8,0.9819,0.005848,0.0,7.479014,-0.1628067,1.084327
54,1.41352,0.0070977435,1.9632755,75.38,0.4955,4.822,0.04494,55.95,0.4399048,0.706055,-0.7046368,0.2449562,7.039,34960.0,24.52,39740.0,10150.0,1.294,0.0285,2380.0,7032.0,4.18,0.18,1.671,7.793,10.49,0.1664,6.362,0.6713,0.5273,7.9428047031e-09,13.12866,-0.3156615,1.910835
55,4.24047,0.012577109,3.230315,77.44,0.7026,7.312,0.1772,164.1,0.4399048,0.706055,-0.7046368,0.2449562,12.4,9288.0,42.37,11640.0,6893.0,2.293,0.05929,1650.0,7032.0,4.18,0.18,1.671,4.277,13.69,1.284,4.151,0.9056,0.5259,4.4708902978e-12,14.11862,-0.1032255,2.021584
56,2.82707,0.010990393,1.7399753,65.44,0.7233,8.768,0.1975,124.0,0.4399048,0.706055,-0.7046368,0.2449562,10.32,10330.0,34.81,15720.0,8850.0,2.004,0.04525,1890.0,7032.0,4.18,0.18,1.671,6.513,10.72,0.03576,2.987,0.9629,0.5593,6.8908407264e-08,14.31961,-0.0391566,2.041078
57,1.93658,0.0080573784,1.7142255,66.16,0.6929,6.319,0.09644,67.94,0.394268,0.545056,-0.2495616,0.0214924,9.857,33240.0,16.22,35460.0,3983.0,0.8933,0.03071,1550.0,6096.0,4.44,-0.12,1.016,10.78,8.881,0.8405,2.924,1.11,1.206,3.0234247409e-16,7.678107,-0.3982522,1.147244
58,1.93652,0.0076388343,2.4515715,89.11,0.03826,6.076,0.04613,69.77,0.394268,0.545056,-0.2495616,0.0214924,11.81,33800.0,18.11,23530.0,5354.0,0.8469,0.03071,1550.0,6096.0,4.44,-0.12,1.016,6.555,10.37,1.994,5.855,1.139,0.2701,3.234350729e-21,7.681625,-0.3942563,1.147257
59,0.968245,0.0050264557,1.3865328,89.81,0.004675,5.362,0.02682,30.11,0.3669464,0.6401272,-0.3785512,0.073744,11.61,47840.0,16.79,40410.0,5317.0,0.5441,0.01956,1940.0,6170.0,4.47,-0.16,0.992,16.76,8.829,4.326e-05,3.786,1.314,0.8811,1.3413688108e-13,8.473023,-0.710706,1.304799
60,0.968155,0.0056588258,1.0276338,15.34,0.991,1.23,0.3048,18.12,0.4592936,0.2526544,0.1877176,-0.1617616,5.537,29770.0,15.74,26840.0,2440.0,0.6397,0.01882,1900.0,5808.0,4.38,-0.08,1.036,4.729,11.15,2.434e-05,5.198,0.4968,0.8302,2.4450903956e-28,6.993822,-0.4188272,1.05347
61,550.335,0.041204569,385.73223,89.98,0.1166,11.28,0.4522,2197.0,0.655111,-0.673902,1.389492,-0.541298,6.192,294.2,23.46,126.4,4.201,3.143,1.159,158.0,4620.0,4.58,-0.08,0.699,12.72,8.418,2.955,12.01,0.7355,0.5109,5.5650008082e-11,9.268198,-2.243612,1.644172
62,299.74,0.036111927,302.39423,89.89,0.5573,6.614,0.3293,1501.0,0.655111,-0.673902,1.389492,-0.541298,4.783,242.5,8.874,332.9,2.587,2.755,0.773,194.0,4620.0,4.58,-0.08,0.699,12.17,8.292,1.305,11.91,0.5768,0.68,5.7771432384e-10,10.16079,-2.988933,1.858995
63,1.45433,0.0041518743,1.4028838,60.09,0.6996,5.705,0.04602,17.88,0.4172788,0.5435112,-0.4139898,0.1041224,8.096,39980.0,10.12,9332.0,1204.0,0.9061,0.03033,2880.0,8038.0,4.08,-0.1,2.0,5.666,7.858,0.08254,3.486,1.03,0.7451,7.0154073031e-17,6.502744,-1.267559,1.104222
64,1.93859,0.0059942988,2.0126397,82.83,0.2512,7.168,0.04557,41.9,0.2449384,1.0184757,-0.8697328,0.2752792,10.72,32370.0,13.55,11670.0,1997.0,0.6293,0.03058,1570.0,6347.0,4.48,-0.44,0.962,4.486,9.991,1.069,3.91,1.073,0.8204,1.3258196705e-18,8.051077,-0.0573907,1.151581
65,8.18736,0.021335314,19.817619,88.96,0.3583,3.019,0.07213,549.4,0.6165232,-0.4226448,1.1062036,-0.5060664,45.52,3975.0,58.21,2917.0,505.1,1.977,0.07443,782.0,5251.0,4.49,0.0,0.849,11.55,43.17,1.253e-06,63.71,1.054,0.07977,0.0,7.345576,-0.03720098,1.048277
66,76.051,0.018203281,86.132435,89.85,0.2298,6.691,0.1262,409.8,0.6165232,-0.4226448,1.1062036,-0.5060664,14.03,966.1,22.54,306.7,131.5,1.686,0.3289,372.0,5251.0,4.49,0.0,0.849,5.82,12.43,0.08474,18.57,1.129,0.302,5.3466962426e-34,7.174969,-0.1419979,1.038696
67,25.9341,0.02144353,23.468189,87.92,0.8502,4.779,0.3439,421.7,0.4684784,0.2807074,0.115947,-0.1286606,36.34,1931.0,42.02,448.7,150.0,2.866,0.1749,695.0,5952.0,4.29,0.06,1.225,10.2,34.9,0.3442,52.16,1.041,0.0833,2.2850597068e-247,7.3047,-0.01330197,1.040059
68,83.4463,0.021809819,70.276264,89.42,0.7151,6.621,0.283,492.0,0.4684784,0.2807074,0.115947,-0.1286606,28.78,923.2,37.93,177.1,28.74,2.915,0.3811,471.0,5952.0,4.29,0.06,1.225,8.581,28.41,0.2037,41.38,1.013,0.1133,9.1916689768e-165,7.276405,-0.05521153,1.041384
69,0.508591,0.0049031405,1.1652771,39.41,0.9003,1.489,0.03756,21.16,0.4878848,0.4710616,-0.4248912,0.1420584,2.289,30830.0,9.38,55000.0,2789.0,2.009,0.01593,5100.0,7524.0,3.61,0.02,3.755,4.806,10.05,1.457e-08,2.801,0.2277,0.8728,6.8336460286e-13,9.986946,1.465872,1.211802
70,0.904939,0.010358852,1.3414832,86.81,0.07454,5.193,0.05353,125.1,0.4878848,0.4710616,-0.4248912,0.1420584,9.165,30840.0,8.247,16720.0,1209.0,4.245,0.0234,4200.0,7524.0,3.61,0.02,3.755,3.481,7.369,0.00519,2.77,1.244,0.6177,6.1228067773e-09,8.949912,0.6776531,1.174895
71,1.23358,0.013566895,2.112243,87.29,0.1,4.5,0.06083,214.5,0.3506372,0.8901864,-0.8814892,0.3097816,-1.0,-1.0,12.5,18750.0,1727.0,2.376,0.02528,2460.0,6985.0,4.18,-0.08,1.605,4.347,13.16,0.0,1.932,-0.07599,1.126,4.0556344406e-14,12.65573,4.367092,1.177177
72,1.23355,0.011529427,1.9084307,75.02,0.4934,4.36,0.06545,147.6,0.3506372,0.8901864,-0.8814892,0.3097816,12.18,25700.0,10.93,16650.0,2508.0,2.019,0.02528,2460.0,6985.0,4.18,-0.08,1.605,4.338,12.99,2.806,3.719,0.9377,0.165,1.2243471082e-13,12.65573,4.367092,1.177177
73,2.54043,0.014734248,1.8496861,60.88,0.9,4.918,0.3547,192.5,0.307518,1.0314716,-1.0686964,0.3834464,9.774,18930.0,18.41,10440.0,1698.0,2.772,0.04118,2070.0,7261.0,4.12,-0.22,1.724,4.874,10.7,1.072,2.844,0.9131,1.198,3.5632657479e-17,8.957537,-0.4610362,1.338028
74,1.07736,0.0055764939,1.5592978,54.75,0.9,2.367,0.06753,27.17,0.335216,0.8549776,-0.7607232,0.2497272,11.39,22950.0,14.34,44080.0,3288.0,0.844,0.02211,2310.0,6614.0,4.25,-0.12,1.387,5.66,9.574,1.053e-10,3.187,1.189,0.5437,1.2462267527e-19,7.277093,-0.9975525,1.176026
75,3.23279,0.009557958,1.0596603,21.83,0.9837,5.294,1.238,60.6,0.335216,0.8549776,-0.7607232,0.2497272,10.06,26560.0,25.75,12660.0,6244.0,1.447,0.046,1600.0,6614.0,4.25,-0.12,1.387,2.87,8.142,2.88e-09,1.937,1.235,1.152,7.6235108947e-15,7.368157,-1.089593,1.201176
76,3.23213,0.0056683875,1.7229572,58.31,0.9051,6.282,0.191,27.88,0.335216,0.8549776,-0.7607232,0.2497272,7.269,14620.0,26.67,12500.0,7519.0,0.8579,0.046,1600.0,6614.0,4.25,-0.12,1.387,4.522,8.716,0.8653,3.006,0.8339,0.8882,1.7407630004e-16,7.376665,-1.082018,1.201425
77,0.758263,0.006634174,1.1181873,36.47,0.8992,2.344,0.07854,38.8,0.3566742,0.8642978,-0.83979,0.2914774,13.81,28020.0,11.98,28680.0,3785.0,1.124,0.01817,2820.0,6921.0,4.2,-0.06,1.553,4.174,10.06,5.867e-08,5.799,1.373,0.3686,3.4856244524e-18,7.996153,-1.091594,1.294308
78,1.69338,0.0048142899,2.3793454,83.66,0.2627,5.273,0.02713,26.75,0.4162288,0.7426462,-0.723687,0.248792,9.4,35250.0,10.9,12650.0,1781.0,0.7539,0.03136,2080.0,6961.0,4.28,0.07,1.435,4.792,9.151,0.08536,2.057,1.027,0.9438,1.759776137e-35,3.850911,-3.156306,0.9944617
