,tce_period,tce_ror,tce_dor,tce_incl,tce_impact,tce_duration,tce_ingress,tce_depth,tce_ldm_coeff1,tce_ldm_coeff2,tce_ldm_coeff3,tce_ldm_coeff4,tce_model_snr,tce_model_chisq,tce_robstat,tce_chisq1,tce_chisq2,tce_prad,tce_sma,tce_eqt,tce_steff,tce_slogg,tce_smet,tce_sradius,tce_max_sngle_ev,tce_max_mult_ev,tce_bin_oedp_stat,tce_rmesmad,tce_rsnrmes,tce_rminmes,boot_fap,boot_mesthresh,boot_mesmean,boot_messtd
498,9.28697,0.02378361,21.393495,89.66,0.1258,3.369,0.07951,691.2,0.510286,-0.01096,0.5825168,-0.3236504,222.5,3956.0,252.7,7213.0,350.7,2.11,0.08324,764.0,5543.0,4.57,-0.14,0.813,28.13,232.5,1.23,303.0,0.957,0.0128,0.0,7.406007,0.006603737,1.051588
499,3.77813,0.0062527819,2.9975643,80.4,0.5,8.408,0.06952,43.64,0.2597304,1.0183775,-0.906024,0.2972308,9.925,22160.0,13.15,5034.0,1076.0,0.8509,0.04836,1450.0,6468.0,4.27,-0.34,1.247,4.711,10.57,0.09272,2.396,0.9392,0.7954,2.0962465558e-22,6.394362,-4.782451,1.588023
500,3.77795,0.0075552546,1.8696712,88.09,0.06242,15.52,0.1169,67.24,0.2597304,1.0183775,-0.906024,0.2972308,12.07,29590.0,16.54,5381.0,1052.0,1.028,0.04836,1450.0,6468.0,4.27,-0.34,1.247,3.643,10.93,1.026,2.261,1.104,0.6771,4.6384755627e-26,5.760232,-4.78714,1.497992
501,0.695242,0.0039005595,2.502013,73.95,0.6918,1.544,0.01147,15.75,0.5700824,0.3780436,-0.4289536,0.1715336,8.33,22810.0,10.7,30480.0,2976.0,1.667,0.01979,4550.0,7334.0,3.58,0.16,3.917,10.12,9.609,0.3716,2.129,0.8669,0.8263,5.6549088506e-13,9.488972,0.7128627,1.249238
502,0.695246,0.0041805512,1.8863388,68.16,0.7017,2.023,0.01652,18.05,0.5700824,0.3780436,-0.4289536,0.1715336,10.53,25250.0,10.82,44470.0,3834.0,1.787,0.01979,4550.0,7334.0,3.58,0.16,3.917,4.677,10.67,0.2464,3.977,0.9866,0.4858,1.2924598623e-14,9.89427,0.8417694,1.290201
503,0.695219,0.0033129522,2.0618007,81.63,0.3,2.466,0.008946,12.55,0.5700824,0.3780436,-0.4289536,0.1715336,7.725,15990.0,13.33,53050.0,7351.0,1.416,0.01979,4550.0,7334.0,3.58,0.16,3.917,5.639,10.35,0.0,96.17,0.7466,0.1315,1.5693994444e-12,10.41967,1.205384,1.311421
504,0.898715,0.0066341463,2.5267797,87.7,0.1016,2.721,0.01812,50.95,0.4553488,0.7074256,-0.7864088,0.299316,7.38,27570.0,13.29,33680.0,3703.0,2.201,0.02225,3770.0,7302.0,3.73,0.04,3.04,40.81,8.987,1.014e-22,2.264,0.8212,1.083,1.3543888508e-18,7.223405,-0.1973488,1.05294
505,1.89125,0.0080545346,3.9493032,85.63,0.3009,3.52,0.0309,76.22,0.3221808,0.6951208,-0.3711456,0.0591724,23.07,18280.0,27.5,5824.0,1049.0,1.048,0.02864,1680.0,5892.0,4.23,-0.36,1.192,5.398,23.24,1.157,21.82,0.9929,0.1291,1.1562019326e-109,7.150675,-0.3138518,1.059981
506,1.89121,0.01120897,4.2309075,85.19,0.3546,3.234,0.04094,145.0,0.8292948,7.68e-05,-0.1148756,0.082152,9.775,17350.0,12.52,13080.0,1632.0,0.5321,0.02295,803.0,4182.0,4.82,-1.34,0.435,5.714,9.353,0.3808,14.05,1.045,0.2362,7.1690651512e-17,7.952707,-0.1259688,1.147299
507,52.8836,0.16756192,32.020975,88.24,0.9845,7.919,12.05,12270.0,0.281866,0.957214,-0.833252,0.266861,60.26,131.4,79.03,304.4,7.341,19.97,0.2851,559.0,6475.0,4.41,-0.28,1.092,37.95,61.97,1.693,83.05,0.9724,0.1232,9.5710250947e-144,10.69267,-7.088306,2.708198
508,3.6586,0.0082037955,1.9282381,74.86,0.5037,12.66,0.1377,79.21,0.6450164,-0.3281432,0.773444,-0.2473804,9.495,35270.0,12.3,5710.0,1040.0,0.5631,0.0396,746.0,4243.0,4.63,-0.12,0.629,9.367,8.179,1.493,2.368,1.161,0.8773,3.3686128438e-12,8.376063,0.5372453,1.113377
509,0.693213,0.0028335898,2.4590347,78.3,0.4987,1.874,0.00704,8.832,0.4963408,0.2243056,-0.0658112,-0.0181448,8.185,28110.0,9.199,23530.0,2659.0,0.9381,0.01933,4740.0,8572.0,3.78,-0.2,3.034,6.37,8.271,0.002885,2.122,0.9896,0.839,1.4293178831e-11,8.722043,0.2757773,1.20114
510,0.69317,0.0020222669,2.5745605,83.1,0.3095,1.96,0.004374,4.641,0.4963408,0.2243056,-0.0658112,-0.0181448,4.61,22440.0,8.82,21290.0,3077.0,0.6695,0.01933,4740.0,8572.0,3.78,-0.2,3.034,3.926,8.151,0.006186,3.439,0.5655,0.4321,2.7132623757e-11,8.724301,0.2765149,1.201021
511,1.84493,0.0047314888,1.5757143,55.15,0.9004,3.987,0.09729,19.73,0.38934,0.663808,-0.5526,0.161428,12.72,21810.0,15.41,8232.0,915.3,0.9159,0.03381,2360.0,7370.0,4.12,-0.14,1.774,5.161,12.32,0.0555,2.926,1.033,0.7592,8.6118327394e-42,4.921642,-3.147333,1.146345
512,23.9225,0.10017579,13.348636,89.57,0.1,15.0,1.378,12230.0,0.463458,0.135706,0.4096468,-0.2621848,-1.0,-1.0,341.2,642000.0,25780.0,8.68,0.1552,557.0,5578.0,4.58,-0.24,0.794,115.1,582.6,0.0,490.4,-0.001716,1.696,0.0,7.182397,-0.3679946,1.070659
513,23.9225,0.098945005,13.333578,89.57,0.1,15.0,1.363,11930.0,0.463458,0.135706,0.4096468,-0.2621848,-1.0,-1.0,433.1,613100.0,24400.0,8.573,0.1552,557.0,5578.0,4.58,-0.24,0.794,112.3,539.7,0.0,795.7,-0.001853,0.008337,0.0,7.163951,-0.3389784,1.063796
514,4.75461,0.0068172841,2.327809,82.31,0.3116,14.94,0.1119,53.17,0.2433696,1.1393284,-1.1402647,0.4036936,13.72,32870.0,30.69,5980.0,2091.0,1.134,0.05997,1580.0,7092.0,4.18,-0.44,1.525,4.522,14.62,2.606,5.142,0.938,0.6561,4.4976497004e-26,10.19337,1.18137,1.280656
515,11.5796,0.0075931199,36.104066,89.97,0.01585,2.468,0.01861,67.08,0.3082948,1.009048,-1.020892,0.3642704,8.069,2247.0,8.87,5788.0,171.9,1.377,0.1122,1200.0,7051.0,4.14,-0.18,1.662,10.84,8.721,0.003816,9.644,0.9253,0.3706,4.8444012326e-16,7.664213,0.1407128,1.068405
516,31.0207,0.026508906,132.41627,89.97,0.06943,1.833,0.04756,855.0,0.6065936,0.4329758,-0.341131,0.1294526,15.5,585.2,15.15,262.9,93.52,1.513,0.1576,314.0,3903.0,4.74,-0.2,0.523,11.15,12.11,2.63,15.81,1.28,0.2789,1.2551445981e-27,7.820118,-0.1737909,1.134668
517,6.62761,0.55191303,11.375505,86.39,0.7165,6.127,3.521,234100.0,0.3540672,0.7389112,-0.555528,0.157534,14780.0,24390.0,26460.0,41350000.0,507100.0,80.28,0.07137,1200.0,6316.0,4.23,-0.12,1.333,2770.0,20350.0,4.63,472.9,0.7262,0.3175,0.0,1727.224,-287.5753,285.6111
518,6.62754,0.30131686,13.138351,89.56,0.1,5.0,1.167,106500.0,0.3540672,0.7389112,-0.555528,0.157534,-1.0,-1.0,26060.0,47300000.0,315600.0,43.83,0.07137,1200.0,6316.0,4.23,-0.12,1.333,1869.0,14110.0,0.0,14710.0,-7.085e-05,0.0003411,0.0,1781.6,-287.0001,293.3039
519,459.281,0.022299884,577.73642,89.95,0.5292,5.312,0.1596,574.6,0.602752,-0.2349316,0.6994336,-0.2485254,4.055,85.49,8.67,7.959,0.6409,1.419,0.965,149.0,4355.0,4.66,-0.52,0.583,10.63,8.598,0.0,12.47,0.4717,0.427,8.0850473001e-11,9.912539,-3.604495,1.911672
520,2.12652,0.0078562065,2.1588213,82.01,0.3,7.24,0.06197,71.12,0.3088308,0.9743568,-0.943242,0.3305412,10.5,34040.0,33.31,26650.0,8401.0,1.607,0.03626,2150.0,6771.0,4.04,-0.16,1.875,5.672,9.483,1.57e-06,1.652,1.108,0.9777,-1.0,-1.0,-1.0,-1.0
521,2.12643,0.0079261492,2.1921941,87.62,0.09119,7.438,0.05898,73.56,0.3088308,0.9743568,-0.943242,0.3305412,12.35,24520.0,27.75,29790.0,10810.0,1.622,0.03626,2150.0,6771.0,4.04,-0.16,1.875,4.993,12.13,0.9707,1.626,1.018,0.7783,-1.0,-1.0,-1.0,-1.0
522,2.12646,0.0086833952,1.9846797,74.67,0.5249,7.05,0.0835,83.35,0.3088308,0.9743568,-0.943242,0.3305412,16.48,14660.0,36.89,45150.0,22690.0,1.777,0.03626,2150.0,6771.0,4.04,-0.16,1.875,6.639,18.8,1.454,-18.8,0.8766,0.0,-1.0,-1.0,-1.0,-1.0
523,0.922481,0.0058214563,1.00061,7.016,0.9931,1.122,0.3501,20.95,0.4593488,0.5561716,-0.5159112,0.1656556,11.79,14530.0,12.88,14610.0,1386.0,1.496,0.02296,3480.0,7796.0,3.97,0.07,2.355,3.4,7.247,7.137e-05,2.379,1.627,1.059,5.042944796e-11,7.90807,-0.2094931,1.153452
524,1.41976,0.0069662407,6.9489033,87.99,0.244,1.525,0.01121,57.28,0.41247,0.430716,-0.0585664,-0.0617716,19.11,11330.0,19.67,22110.0,1815.0,0.7868,0.02446,1700.0,5925.0,4.39,-0.14,1.035,10.33,16.64,0.5253,18.04,1.148,0.1586,6.4847529288e-51,7.791527,-0.05626341,1.115912
525,36.5714,0.012775309,12.732679,86.71,0.7299,15.41,0.4101,167.2,0.4229052,0.4687252,-0.1500888,-0.0100136,14.03,4671.0,35.41,441.8,282.8,3.963,0.2445,893.0,5936.0,3.69,0.04,2.843,9.623,14.23,0.07504,19.71,0.9863,0.5316,1.4334176373e-40,7.521043,-0.05206621,1.074904
526,572.875,0.13247003,822.80537,89.99,0.1,6.0,0.7081,22150.0,0.6002112,-0.1615904,0.5777784,-0.2015648,-1.0,-1.0,148.5,41380.0,1149.0,8.225,1.11,137.0,4348.0,4.67,-0.6,0.569,34.01,25.26,0.0,34.24,-0.03959,0.4279,1.7722103335e-08,37.99925,-21.6697,8.497391
527,624.57,0.081936352,80.427535,89.29,1.0,24.5,12.25,2036.0,0.6744112,-0.625284,1.3204525,-0.5489888,10.59,324.1,11.96,146.1,3.745,7.68,1.334,178.0,5032.0,4.48,0.2,0.859,17.16,9.707,27.57,15.66,1.091,0.5741,8.2157295485e-13,9.658812,-4.398557,1.986476
528,3.43523,0.012619604,8.8476164,87.28,0.4198,2.733,0.04124,181.9,0.2765088,0.8845648,-0.6535128,0.1792936,19.12,8839.0,20.37,4006.0,970.7,1.365,0.04329,1280.0,6072.0,4.41,-0.42,0.991,10.58,18.61,1.634,16.24,1.027,0.1459,2.5746948731e-70,7.381081,-0.04522911,1.054921
529,2.55561,0.0057154465,2.5327691,74.07,0.6951,5.603,0.06128,34.05,0.4886352,0.1494464,0.19861,-0.153614,9.304,23270.0,11.06,6641.0,1228.0,2.667,0.04628,3050.0,7184.0,3.48,-0.16,4.276,5.036,9.426,0.7558,2.398,0.9871,1.015,8.5964437279e-35,4.371731,-2.471922,0.9713889
530,2.55585,0.0051683914,3.6043736,88.63,0.08638,5.425,0.0281,31.58,0.4886352,0.1494464,0.19861,-0.153614,9.313,20990.0,11.89,6883.0,1209.0,2.412,0.04628,3050.0,7184.0,3.48,-0.16,4.276,4.119,9.339,0.5286,3.231,0.9972,0.4958,3.9556676934e-27,5.481929,-1.894644,1.047589
531,1.14176,0.060392343,2.6308352,87.82,0.1,3.5,0.2012,4265.0,0.2836366,1.0308923,-0.9953372,0.3481512,-1.0,-1.0,235.4,32050.0,1358.0,11.89,0.02365,2590.0,6734.0,4.06,-0.22,1.804,34.94,179.7,0.0,69.08,-0.005566,0.02659,2.9768200022e-111,52.07477,-6.643424,8.323861
532,4.78114,0.0098732309,13.397819,88.37,0.382,2.549,0.02912,114.8,0.5457908,-0.0481584,0.5763776,-0.3116036,10.62,5671.0,10.43,1853.0,375.2,1.201,0.05482,1130.0,5683.0,4.33,0.08,1.115,6.144,10.4,0.8355,18.28,1.021,0.2661,5.3850487411e-24,7.27857,-0.06356739,1.042874
533,7.18841,0.010305904,21.124323,89.09,0.335,2.478,0.02843,126.2,0.5457908,-0.0481584,0.5763776,-0.3116036,9.143,3508.0,9.099,1172.0,169.3,1.254,0.07194,987.0,5683.0,4.33,0.08,1.115,3.554,8.247,2.07,8.639,1.109,0.3703,1.3094319864e-15,7.337857,-0.06125652,1.050639
534,477.011,0.049869335,127.24356,89.58,0.9342,13.72,4.002,1798.0,0.6685388,-0.5972476,1.2964026,-0.549189,21.92,94.65,21.64,177.3,15.05,12.42,1.227,301.0,5009.0,3.75,0.07,2.283,29.4,18.9,2.371,27.38,1.16,0.3432,4.3826638082e-59,8.357679,0.8332709,1.117811
535,10.3812,0.028826474,21.590153,88.15,0.696,2.783,0.1475,870.4,0.6356394,-0.522229,1.226847,-0.5341774,76.69,2937.0,101.6,3282.0,528.1,2.472,0.08733,675.0,5099.0,4.56,0.04,0.786,11.35,72.6,0.01641,100.4,1.056,0.0483,0.0,7.299085,0.02025672,1.034464
536,24.5708,0.024661482,66.43112,89.72,0.3248,2.746,0.07368,745.0,0.6356394,-0.522229,1.226847,-0.5341774,41.51,1031.0,58.84,2627.0,131.2,2.115,0.1551,506.0,5099.0,4.56,0.04,0.786,8.46,39.35,2.92,59.54,1.055,0.06783,1.9673176384e-295,7.494142,-0.06243504,1.073546
537,1.53215,0.0049393456,2.1616654,85.69,0.1626,5.37,0.02711,30.15,0.6349168,-0.3690418,0.9817586,-0.4557394,11.18,36820.0,15.07,53790.0,3477.0,0.6775,0.02542,1700.0,5465.0,4.21,0.21,1.257,23.23,9.956,0.3137,2.873,1.123,0.7019,1.7735485588e-18,8.008911,-0.6042758,1.214871
538,7.23496,0.31347814,8.5005663,86.35,0.5415,7.781,2.424,108000.0,0.412409,0.327963,0.154372,-0.162237,1052.0,81470.0,2559.0,1146000.0,1208000.0,27.13,0.06969,842.0,5655.0,4.58,-0.32,0.793,335.0,2336.0,289900.0,3160.0,0.4502,0.001219,0.0,7.260085,-0.1386342,1.050642
539,14.4702,0.03121858,20.716305,89.99,0.004055,5.503,0.1666,1260.0,0.697613,-0.707761,1.412936,-0.564017,28.4,4150.0,49.42,2410.0,3125.0,30.81,0.1344,1710.0,4735.0,2.71,0.0,9.043,14.42,40.89,2.053,54.46,0.6947,0.09374,2.4382563951e-300,7.746545,-0.03795281,1.105372
540,14.4701,0.048222851,4.817596,78.14,0.9905,7.872,8.042,816.3,0.697613,-0.707761,1.412936,-0.564017,17.5,4683.0,24.65,1812.0,1226.0,47.59,0.1344,1710.0,4735.0,2.71,0.0,9.043,6.89,18.07,0.005131,26.1,0.9682,0.2058,4.1304240041e-59,7.847246,-0.04061033,1.120092
541,21.4764,0.29057363,41.836767,89.45,0.3992,4.813,1.243,97370.0,0.4997976,0.1043987,0.3852545,-0.2420112,210.2,1679.0,251.9,1892.0,569.2,31.71,0.1512,656.0,5780.0,4.44,0.0,1.0,52.81,238.8,0.6074,317.9,0.8803,0.01362,0.0,7.751965,-0.2482248,1.134992
542,0.921376,0.005298552,1.0485068,32.15,0.8877,3.167,0.07727,25.04,0.126328,1.3590492,-1.2858227,0.4474042,10.28,33960.0,14.06,35750.0,2564.0,0.8054,0.01807,2500.0,6446.0,4.12,-0.78,1.393,4.523,9.091,0.1728,1.442,1.131,0.9466,-1.0,-1.0,-1.0,-1.0
543,0.921383,0.0053135244,1.2679256,86.09,0.08654,5.56,0.02961,33.19,0.126328,1.3590492,-1.2858227,0.4474042,14.32,29900.0,17.24,32480.0,4316.0,0.8077,0.01807,2500.0,6446.0,4.12,-0.78,1.393,4.283,10.79,0.0001142,8.275,1.328,0.6126,-1.0,-1.0,-1.0,-1.0
544,507.526,0.014451587,327.26134,89.88,0.6904,8.806,0.2367,218.4,0.2880684,0.9151896,-0.7539676,0.2322124,6.919,212.7,12.11,19.72,2.937,2.203,1.271,292.0,6319.0,4.17,-0.28,1.397,7.186,7.222,14.08,10.66,0.9579,0.6032,6.230229146e-10,8.53159,-2.238798,1.551872
545,3.77578,0.0059470605,1.2080622,49.19,0.7895,14.88,0.2314,34.83,0.2597304,1.0183775,-0.906024,0.2972308,12.19,31620.0,18.35,6423.0,2082.0,0.8093,0.04834,1450.0,6468.0,4.27,-0.34,1.247,4.643,10.97,8.476e-07,5.997,1.111,0.7376,4.0262240468e-35,3.768553,-5.859025,1.367439
546,13.8807,0.017283362,55.296752,89.92,0.07826,1.945,0.03325,350.2,0.2597304,1.0183775,-0.906024,0.2972308,9.105,91.17,8.105,31.58,1.929,2.352,0.1151,939.0,6468.0,4.27,-0.34,1.247,5.336,7.583,0.01374,7.078,1.201,0.6555,2.3222915476e-06,10.69707,-0.63472,1.791701
547,1.32352,0.0092336227,1.0136469,17.87,0.9648,2.955,0.3501,64.3,0.4539504,0.2331072,0.0695208,-0.1057736,15.6,34760.0,15.22,11340.0,1311.0,3.293,0.02967,3760.0,8132.0,3.71,-0.26,3.268,5.571,12.73,1.694e-05,3.455,1.226,0.7472,1.4713776816e-34,7.154133,-0.4496806,1.07985
548,0.810608,0.0050270935,1.0105594,29.38,0.8806,2.968,0.06502,22.88,0.4500932,0.4365412,-0.2635016,0.0403128,13.22,34950.0,14.79,22890.0,2343.0,1.487,0.02159,3920.0,7937.0,3.88,0.07,2.711,6.179,11.77,0.2138,7.206,1.123,0.338,3.6026080263e-28,7.308179,-0.8012159,1.149195
549,0.636799,0.0098994197,1.1882648,40.76,0.9,1.876,0.09298,86.49,0.3994348,0.8099284,-0.83105,0.2975464,8.751,28750.0,14.19,25440.0,2495.0,2.14,0.01686,3380.0,7071.0,4.04,0.02,1.981,9.739,14.01,0.003961,2.102,0.6248,0.7684,4.7873602148e-49,5.490806,-2.350672,1.11472
550,0.636857,0.012736619,1.8513519,89.46,0.01733,2.661,0.03348,188.8,0.3994348,0.8099284,-0.83105,0.2975464,17.89,29070.0,16.88,38040.0,3197.0,2.753,0.01686,3380.0,7071.0,4.04,0.02,1.981,4.122,15.59,0.1569,6.646,1.148,0.361,1.421484034e-58,5.491291,-2.350741,1.114739
551,1.1469,0.014650675,3.7951327,79.63,0.6831,1.732,0.04631,225.7,0.5699132,-0.2259688,0.850584,-0.4181908,14.68,15270.0,19.18,13450.0,2087.0,1.378,0.0204,1560.0,5423.0,4.5,-0.04,0.862,11.77,17.51,2.286,16.84,0.8383,0.1702,1.3124055351e-56,7.700949,-0.1639422,1.117849
552,498.701,0.029204044,467.18216,89.89,0.9249,3.682,0.6262,684.8,0.4223756,0.3589924,0.063762,-0.1174064,5.165,99.27,8.417,84.61,11.99,2.788,1.214,219.0,5841.0,4.54,-0.18,0.875,9.072,8.351,0.2495,12.67,0.6186,0.4519,5.6535142999e-21,6.357403,0.6592981,0.8249827
553,4.25399,0.0088300746,2.1033683,81.79,0.3003,14.88,0.143,89.7,0.3329788,0.917238,-0.8904924,0.3101274,6.371,34640.0,37.01,12060.0,9498.0,1.535,0.05711,1600.0,6875.0,4.17,-0.12,1.593,5.493,8.543,0.007998,1.772,0.7458,1.243,-1.0,-1.0,-1.0,-1.0
554,1.845,0.003344938,1.7969806,70.54,0.5987,6.315,0.03276,12.08,0.38934,0.663808,-0.5526,0.161428,9.254,29810.0,9.62,9502.0,1133.0,0.6475,0.03381,2360.0,7370.0,4.12,-0.14,1.774,3.722,8.487,0.9442,2.52,1.09,1.103,2.8952278201e-24,5.05182,-2.873435,1.125335
555,0.745257,0.014691489,3.0166386,88.96,0.0548,1.912,0.02777,249.2,0.299172,1.0553567,-1.0980808,0.3935808,11.92,3179.0,10.37,6533.0,471.4,2.714,0.01813,3120.0,7318.0,4.14,-0.26,1.693,28.66,7.906,0.02267,5.883,1.508,0.6946,2.4136047836e-09,9.678706,-0.5777917,1.454171
556,17.2793,0.4021598,34.202824,89.22,0.4645,5.106,1.753,180800.0,0.3128456,0.5120822,0.051859,-0.143207,2965.0,6391.0,5593.0,1188000.0,62280.0,28.88,0.1141,556.0,5251.0,4.62,-0.78,0.658,1055.0,5061.0,174.5,5587.0,0.5858,0.01302,0.0,7.493071,-0.01675148,1.066937
557,17.2793,0.1125272,23.1964,87.96,0.8271,4.234,1.139,11710.0,0.3128456,0.5120822,0.051859,-0.143207,303.8,2725.0,369.6,6696.0,664.2,8.08,0.1141,556.0,5251.0,4.62,-0.78,0.658,69.89,332.7,8.174,495.7,0.9131,0.008435,0.0,7.494995,-0.01259782,1.066715
558,2.89496,0.0056548944,7.203341,89.86,0.01789,3.087,0.01736,37.24,0.3082948,1.009048,-1.020892,0.3642704,9.096,8404.0,9.432,12540.0,503.9,1.026,0.04452,1900.0,7051.0,4.14,-0.18,1.662,3.545,7.308,0.6475,8.348,1.245,0.4311,6.2666587793e-11,7.980711,0.1766918,1.108685
559,72.9332,0.027407321,109.37837,89.63,0.6992,3.835,0.1953,785.7,0.5194808,-0.110652,0.7464096,-0.3887248,10.27,530.5,10.65,128.0,8.921,2.267,0.3227,364.0,5376.0,4.6,-0.22,0.758,6.148,9.723,0.3793,14.16,1.057,0.3602,4.9090310167e-19,7.664539,-0.5293851,1.160175
560,161.528,0.063070784,359.0491,89.99,0.06748,3.646,0.2173,4786.0,0.408377,0.409106,-0.002932,-0.091016,56.22,270.0,61.07,52.09,12.95,5.967,0.5731,319.0,5870.0,4.54,-0.2,0.867,23.12,56.8,0.0005394,80.38,0.9898,0.07285,0.0,7.342294,-0.006916794,1.044297
561,1.32105,0.010071142,1.0557453,21.4,0.9829,2.223,0.5234,69.48,0.5108596,0.3889192,-0.3176684,0.0979898,13.7,32380.0,19.7,28090.0,2899.0,4.44,0.03097,3800.0,7543.0,3.58,0.07,4.04,4.855,12.83,0.03639,1.419,1.068,0.8291,1.0080909886e-32,5.79485,-4.494268,1.461376
562,369.079,0.030430591,518.60381,89.97,0.3018,5.357,0.1735,1161.0,0.7004602,-0.7283312,1.418176,-0.5555552,15.38,169.3,20.6,1167.0,12.43,2.706,0.9294,200.0,4850.0,4.51,0.26,0.815,9.949,15.32,0.04771,22.91,1.004,0.2452,1.9073039209e-21,10.43232,-4.509715,2.10072
563,0.813682,0.0095504386,1.4557941,51.91,0.898,1.969,0.0927,80.25,0.3851896,0.8118922,-0.7897466,0.2760532,8.353,15020.0,13.62,27810.0,1923.0,2.265,0.01985,3150.0,6824.0,3.96,0.02,2.173,6.967,9.446,1.158,2.548,0.8843,0.8766,7.9511318789e-14,8.980112,-0.5568053,1.354933
564,1.62703,0.011447974,1.0084,26.68,0.9011,5.663,0.3254,115.0,0.3851896,0.8118922,-0.7897466,0.2760532,7.948,14010.0,18.54,10940.0,1724.0,2.715,0.0315,2500.0,6824.0,3.96,0.02,2.173,4.774,13.1,0.07087,6.628,0.6069,0.6805,6.7885278705e-31,7.419948,-1.536902,1.272674
565,3.19942,0.0078776782,14.927098,89.76,0.06382,1.647,0.01293,74.93,0.3340424,0.5268876,-0.0363836,-0.097394,9.297,5249.0,9.608,3275.0,657.7,0.6,0.03881,1020.0,5475.0,4.63,-0.58,0.698,7.373,9.01,0.01194,11.24,1.032,0.2986,6.4812574796e-16,7.917765,-0.1394991,1.144401
566,567.676,0.019588348,147.41508,89.65,0.9103,13.51,1.392,326.3,0.3237088,0.8279656,-0.6580312,0.200404,8.229,307.0,20.36,23.98,10.4,4.267,1.434,325.0,6248.0,3.92,-0.16,1.996,6.656,9.069,0.7792,13.76,0.9074,0.3492,1.153808968e-17,7.475786,-0.3388589,1.109748
567,0.520742,0.0075369642,1.8218101,83.26,0.2138,2.15,0.01685,69.57,0.5611612,-0.2290786,0.8742622,-0.4276062,10.39,32930.0,12.32,31010.0,4274.0,0.6621,0.01196,1930.0,5338.0,4.55,-0.1,0.805,9.8,8.732,0.008273,11.52,1.19,0.3354,1.7032927229e-21,6.286999,-0.7340478,1.001755
568,1.59262,0.021768443,1.3943841,47.48,0.9425,3.444,0.5682,325.8,0.6488072,-0.6603024,1.3645016,-0.5225068,27.54,24290.0,30.74,19410.0,1887.0,1.537,0.02321,1050.0,4504.0,4.63,-0.2,0.647,5.969,24.95,0.2473,8.909,1.104,0.255,1.315708407e-119,7.492774,-0.09673858,1.078512
569,0.798036,0.012432309,1.0546915,31.35,0.9007,2.672,0.1654,135.0,0.2864608,0.9879204,-0.9091372,0.3082122,7.355,16560.0,10.41,168200.0,2649.0,2.336,0.01801,2840.0,6572.0,4.05,-0.22,1.722,8.612,8.087,2.716,3.247,0.9095,0.5737,2.8665719612e-13,7.890129,-0.2500725,1.156818
570,3.44926,0.014625115,15.622802,88.21,0.4879,1.5,0.02826,248.6,0.6534824,-0.5531556,1.2459944,-0.535056,13.33,4687.0,14.82,4479.0,718.7,1.262,0.04269,972.0,5119.0,4.58,0.14,0.791,5.837,12.2,0.3019,17.23,1.093,0.2661,2.9840001966e-28,7.791537,-0.1289064,1.125026
571,3.02232,0.0037936934,1.787017,76.53,0.4161,11.8,0.0539,15.78,0.6234192,-0.0290856,-0.0076844,-0.0016892,9.049,37840.0,9.753,3624.0,804.8,1.848,0.0606,4150.0,10949.0,3.65,0.07,4.465,7.518,7.938,0.3032,3.117,1.14,0.803,1.2302694855e-16,6.631279,-1.327855,1.130413
572,0.870896,0.0071553977,1.8835974,65.11,0.7928,2.194,0.04147,50.16,0.3077252,0.9077756,-0.7969844,0.259436,8.289,28050.0,11.57,89470.0,4352.0,1.061,0.01893,2440.0,6525.0,4.25,-0.18,1.359,7.806,7.469,0.2474,6.725,1.11,0.5343,2.4475884438e-12,7.607944,0.0006934266,1.080976
573,2.55504,0.0054549407,2.726184,78.0,0.5666,5.947,0.0474,32.69,0.4886352,0.1494464,0.19861,-0.153614,10.87,15360.0,11.98,6805.0,1510.0,2.545,0.04627,3050.0,7184.0,3.48,-0.16,4.276,4.484,8.59,1.895,4.566,1.265,0.9409,5.2600907797e-19,6.581124,-1.329889,1.123492
574,2.55599,0.0054372772,1.9825465,71.82,0.6184,7.808,0.06815,31.9,0.4886352,0.1494464,0.19861,-0.153614,10.53,9353.0,12.92,3496.0,900.9,2.537,0.04628,3050.0,7184.0,3.48,-0.16,4.276,4.22,9.735,0.0001507,5.716,1.082,0.4515,4.4137191133e-45,4.472046,-0.8447897,0.7535168
575,18.6333,0.052670333,1.8324632,56.93,1.0,25.54,12.77,916.2,0.2912578,0.9505214,-0.8336374,0.2763834,139.1,13140.0,228.1,5664.0,7780.0,13.91,0.153,1120.0,6361.0,3.81,-0.2,2.42,19.94,107.2,1.459,119.2,1.297,0.3073,0.0,7.299694,0.0503308,1.03029
576,3.30306,0.0048476654,1.2119555,59.57,0.6138,16.56,0.1278,26.1,0.6685388,-0.5972476,1.2964026,-0.549189,9.277,35130.0,11.43,16270.0,919.3,1.208,0.04456,1580.0,5009.0,3.75,0.07,2.283,6.924,7.767,0.06144,4.59,1.194,0.5464,7.9401045059e-11,8.626842,-0.8189401,1.342221
577,1.53979,0.017000528,2.6633946,83.01,0.3242,4.257,0.07937,329.3,0.5666896,0.4254934,-0.5108132,0.2076796,10.58,15610.0,13.65,14250.0,1112.0,6.345,0.03274,3310.0,7331.0,3.67,0.16,3.42,4.278,10.22,0.004914,1.851,1.035,0.6403,7.9062914181e-11,11.13122,1.187866,1.412648
